3g mobile communication,1
rayleigh channels,1
viterbi decoding,1
adaptive codes,1
block codes,1
channel coding,1
error statistics,1
interleaved codes,1
maximum likelihood decoding,1
turbo codes,1
3g mobile communication,1
awgn,1
bit error rate,1
decoding,1
fading,1
frequency,1
interleaved codes,1
radio transceivers,1
rayleigh channels,1
turbo codes,1
3g mobile communication,1
mobile antennas,1
radiofrequency interference,1
antennas and propagation,1
base stations,1
costs,1
delay,1
long term evolution,1
mimo,1
multiaccess communication,1
performance analysis,1
signal to noise ratio,1
throughput,1
combined source-channel coding,5
correlation methods,5
radio receivers,5
wireless channels,5
wireless sensor networks,5
decoding,5
delay,5
electric variables measurement,5
energy efficiency,5
noise reduction,5
performance evaluation,5
sensor fusion,5
signal to noise ratio,5
source coding,5
wireless sensor networks,5
ad hoc networks,2
driver information systems,2
mobile radio,2
multi-access systems,2
road safety,2
road traffic,2
road vehicles,2
wireless lan,2
wireless channels,2
broadcasting,2
degradation,2
delay,2
floods,2
relays,2
road safety,2
storms,2
telecommunication traffic,2
traffic control,2
vehicles,2
mimo communication,2
ofdm modulation,2
channel coding,2
channel estimation,2
correlation methods,2
least squares approximations,2
matrix inversion,2
recursive estimation,2
space division multiplexing,2
tracking,2
wireless channels,2
antennas and propagation,2
channel estimation,2
diversity methods,2
intersymbol interference,2
least squares methods,2
mimo,2
modulation coding,2
receiving antennas,2
resonance light scattering,2
signal processing algorithms,2
ofdm modulation,5
wimax,5
error statistics,5
frequency hop communication,5
radiofrequency interference,5
spectral analysis,5
ultra wideband communication,5
bandwidth,5
bit error rate,5
fcc,5
frequency,5
interference,5
performance analysis,5
power system security,5
ultra wideband technology,5
wimax,5
wireless networks,5
satellite communication,6
transport protocols,6
analytical models,6
artificial satellites,6
boats,6
feedback,6
propagation delay,6
proposals,6
protocols,6
telematics,6
web and internet services,6
wireless networks,6
3g mobile communication,1
digital video broadcasting,1
multicast communication,1
multimedia communication,1
quality of service,1
3g mobile communication,1
broadcast technology,1
cost function,1
digital multimedia broadcasting,1
digital video broadcasting,1
energy consumption,1
frequency,1
multimedia communication,1
paper technology,1
tv broadcasting,1
antenna arrays,2
geometry,2
iterative methods,2
probability,2
radiocommunication,2
space-time codes,2
algorithm design and analysis,2
computer errors,2
computer simulation,2
constraint optimization,2
fading,2
high performance computing,2
receiving antennas,2
signal to noise ratio,2
transmitters,2
transmitting antennas,2
array signal processing,14
cognitive radio,14
iterative methods,14
mobile radio,14
optimisation,14
radio receivers,14
telecommunication control,14
telecommunication network management,14
wireless channels,14
array signal processing,14
base stations,14
chromium,14
cognitive radio,14
downlink,14
energy management,14
interference,14
power control,14
power system management,14
radio spectrum management,14
ofdm modulation,4
wimax,4
antenna arrays,4
decoding,4
equalisers,4
mobile radio,4
protocols,4
radio links,4
antenna arrays,4
base stations,4
decoding,4
mimo,4
ofdm,4
protocols,4
receiving antennas,4
relays,4
transmitting antennas,4
wimax,4
mimo communication,1
channel coding,1
fading channels,1
interference suppression,1
iterative decoding,1
orthogonal codes,1
trellis coded modulation,1
bit rate,1
convolutional codes,1
delay effects,1
fading,1
filter bank,1
iterative decoding,1
mimo,1
ofdm modulation,1
pulse shaping methods,1
shape,1
hopfield neural nets,2
mimo communication,2
antenna arrays,2
computational complexity,2
maximum likelihood decoding,2
maximum likelihood detection,2
multiuser detection,2
telecommunication computing,2
tree searching,2
computational complexity,2
computational efficiency,2
equations,2
hopfield neural networks,2
limit-cycles,2
mimo,2
maximum likelihood decoding,2
maximum likelihood detection,2
numerical simulation,2
telecommunications,2
internet telephony,1
wimax,1
interference (signal),1
quality of service,1
base stations,1
frequency,1
internet telephony,1
pulse generation,1
quality of service,1
radar,1
robustness,1
signal generators,1
throughput,1
wimax,1
antennas,1
radio direction-finding,1
radiofrequency identification,1
antenna measurements,1
delay estimation,1
directive antennas,1
inventory management,1
logistics,1
national electric code,1
radio frequency,1
radiofrequency identification,1
sensor systems,1
time measurement,1
array signal processing,3
radiocommunication,3
synchronisation,3
array signal processing,3
collaboration,3
collaborative work,3
data envelopment analysis,3
feedback,3
frequency synchronization,3
hardware,3
rf signals,3
radio frequency,3
radio transmitters,3
hf antennas,3
radiofrequency identification,3
transponders,3
electrical equipment industry,3
electromagnetic fields,3
frequency,3
hafnium,3
hospitals,3
industrial control,3
information geometry,3
medical services,3
passive rfid tags,3
radiofrequency identification,3
correlation methods,1
radar signal processing,1
radar theory,1
sequences,1
set theory,1
automotive engineering,1
chirp,1
communication systems,1
delay,1
doppler radar,1
pulse compression methods,1
pulse measurements,1
radar applications,1
signal design,1
spread spectrum radar,1
reed-solomon codes,0
channel coding,0
decoding,0
error correction codes,0
error statistics,0
radio-over-fibre,0
synchronisation,0
wireless channels,0
band pass filters,0
bandwidth,0
baseband,0
high speed optical techniques,0
optical transmitters,0
phase modulation,0
radio frequency,0
radio transmitters,0
vertical cavity surface emitting lasers,0
wireless communication,0
mimo communication,0
code division multiple access,0
interference suppression,0
least mean squares methods,0
maximum likelihood estimation,0
radio receivers,0
radiofrequency interference,0
detectors,0
face detection,0
fading,0
interference cancellation,0
mimo,0
maximum likelihood detection,0
maximum likelihood estimation,0
multiaccess communication,0
signal processing,0
silicon carbide,0
gaussian processes,3
ofdm modulation,3
statistical analysis,3
data communication,3
gaussian processes,3
intersymbol interference,3
nonlinear distortion,3
ofdm,3
signal analysis,3
signal processing,3
signal processing algorithms,3
transceivers,3
wireless lan,3
multi-access systems,2
quality of service,2
routing protocols,2
wireless sensor networks,2
access protocols,2
channel allocation,2
delay,2
media access protocol,2
quality of service,2
routing protocols,2
telecommunication traffic,2
traffic control,2
web and internet services,2
wireless mesh networks,2
mimo communication,2
rician channels,2
access protocols,2
air traffic control,2
aircraft communication,2
airports,2
channel capacity,2
ground support systems,2
linear antenna arrays,2
multiuser channels,2
air traffic control,2
airplanes,2
airports,2
communication system traffic control,2
frequency,2
linear antenna arrays,2
mimo,2
mobile communication,2
poles and towers,2
traffic control,2
mimo communication,1
antenna arrays,1
decoding,1
error statistics,1
maximum likelihood detection,1
probability,1
space division multiplexing,1
statistical analysis,1
tree searching,1
bit error rate,1
decoding,1
degradation,1
detection algorithms,1
detectors,1
mimo,1
noise level,1
probability,1
statistics,1
thyristors,1
mobile radio,1
protocols,1
telecommunication traffic,1
condition monitoring,1
delay,1
joining processes,1
network interfaces,1
propagation losses,1
signal processing,1
signal processing algorithms,1
switches,1
wireless application protocol,1
wireless networks,1
antenna arrays,1
frequency division multiplexing,1
antenna feeds,1
array signal processing,1
delay,1
downlink,1
electronic design automation and methodology,1
feedback,1
payloads,1
receiving antennas,1
transmitters,1
transmitting antennas,1
block codes,3
decoding,3
graph theory,3
parity check codes,3
search problems,3
set theory,3
sparse matrices,3
automatic control,3
code standards,3
computer architecture,3
computer science,3
hardware,3
iterative decoding,3
null space,3
parity check codes,3
sparse matrices,3
virtual colonoscopy,3
access protocols,2
wireless lan,2
ad hoc networks,2
telecommunication network routing,2
telecommunication security,2
wireless sensor networks,2
base stations,2
communication system control,2
costs,2
cryptography,2
delay,2
peer to peer computing,2
relays,2
routing,2
spread spectrum communication,2
wireless sensor networks,2
