fading,8723
throughput,7273
telecommunication traffic,7255
protocols,6647
diversity reception,6395
mimo,6236
wireless sensor networks,6186
relays,6124
wireless networks,6015
multiaccess communication,5957
transmitting antennas,5490
mobile radio,5398
probability,5278
wireless lan,5193
ad hoc networks,5116
bandwidth,5030
performance analysis,4981
access protocols,4969
base stations,4769
wireless communication,4756
signal to noise ratio,4724
antenna arrays,4699
wireless channels,4644
ofdm modulation,4628
spread spectrum communication,4464
quality of service,4374
decoding,4373
channel coding,4349
receiving antennas,4276
costs,4260
error statistics,4250
delay,4096
mimo systems,3559
ofdm,3549
rayleigh channels,3538
transmitters,3532
fading channels,3405
scheduling,3367
bit error rate,3327
radio networks,3319
laboratories,3270
channel capacity,3253
telecommunication control,3222
robustness,3208
media access protocol,3099
routing protocols,3005
cellular radio,2996
intelligent networks,2948
downlink,2941
computer science,2896
interference,2885
analytical models,2879
channel estimation,2845
random variables,2845
broadcasting,2791
diversity methods,2761
telecommunication security,2603
radio control,2598
testing,2524
algorithm design and analysis,2465
space-time codes,2400
resource management,2388
degradation,2322
routing,2305
network topology,2248
traffic control,2245
radio links,2208
performance gain,2205
radio spectrum management,2204
information technology,2189
code division multiple access,2188
distributed algorithms,2153
computational complexity,2152
channel allocation,2116
stability,2082
mobile ad hoc networks,2039
encoding,2035
cognitive radio,2012
telecommunication network topology,2009
power control,2007
error analysis,1991
telecommunication network routing,1983
iterative decoding,1975
background noise,1970
multipath channels,1955
resource allocation,1944
hardware,1911
mobile communication,1900
energy consumption,1893
ip networks,1875
internet,1860
frequency,1852
interference suppression,1841
upper bound,1819
radio access networks,1802
ultra wideband communication,1799
data communication,1795
power system relaying,1792
computer networks,1778
3g mobile communication,1777
radiofrequency interference,1724
feedback,1722
iterative algorithms,1675
block codes,1667
modulation coding,1666
quadrature amplitude modulation,1654
shadow mapping,1636
ultra wideband technology,1630
radiofrequency identification,1599
array signal processing,1589
statistical distributions,1527
channel state information,1522
radio receivers,1514
optimisation,1506
time division multiple access,1470
awgn,1451
maximum likelihood estimation,1431
wireless application protocol,1424
network coding,1421
frequency division multiplexing,1378
information analysis,1332
statistical analysis,1328
markov processes,1322
automatic repeat request,1300
frequency measurement,1280
telecommunication network reliability,1277
matched filters,1276
4g mobile communication,1266
linear programming,1258
interleaved codes,1231
convolutional codes,1226
multiuser detection,1223
wireless mesh networks,1222
peer to peer computing,1221
wimax,1210
energy efficiency,1185
parity check codes,1182
intersymbol interference,1180
frequency estimation,1180
land mobile radio cellular systems,1168
maximum likelihood detection,1168
physical layer,1165
stochastic processes,1162
thumb,1152
face detection,1147
broadband networks,1141
detectors,1121
scheduling algorithm,1120
telecommunication congestion control,1118
multiuser channels,1116
transport protocols,1113
power system modeling,1098
helium,1072
system performance,1066
computational modeling,1058
control systems,1053
phase shift keying,1049
least mean squares methods,1030
cryptography,1028
packet radio networks,1011
receivers,1002
synchronisation,999
maximum likelihood decoding,987
aggregates,978
error probability,952
radio transmitters,951
turbo codes,923
frequency division multiple access,918
antennas,917
iterative methods,917
bidirectional control,916
frequency conversion,899
monitoring,896
signal processing,896
switches,895
wavelength division multiplexing,874
mean square error methods,872
statistical multiplexing,861
additive white noise,855
communication system security,851
demodulation,849
constraint optimization,841
fcc,827
statistics,822
mutual information,821
mesh networks,819
proposals,816
broadcast channels,816
optical fiber networks,800
narrowband,788
electronic mail,784
protection,777
space time codes,775
mimo communication,772
queueing theory,770
next generation networking,764
delay effects,761
mobile computing,761
eigenvalues and eigenfunctions,752
interference cancellation,750
awgn channels,748
rfid tags,746
bit rate,740
pairwise error probability,735
bandwidth allocation,732
signal detection,728
antenna measurements,727
data security,725
digital relays,719
performance evaluation,716
multimedia communication,714
communication system traffic control,713
multiplexing,706
multiple access interference,697
polynomials,696
telecommunication channels,695
rician channels,694
convergence,691
position measurement,691
mathematical model,690
communication system control,687
indoor radio,686
message authentication,682
error correction codes,681
global positioning system,677
matrix algebra,671
packet switching,670
information rates,669
predictive models,669
privacy,647
transceivers,645
internet telephony,642
humans,638
acoustic sensors,637
monte carlo methods,631
security,630
closed-form solution,629
delay estimation,626
modulation,626
multi-access systems,624
optical fibre networks,623
computer security,614
adaptive modulation,613
time measurement,603
data mining,595
wideband,593
web and internet services,587
cross layer design,578
time-of-arrival estimation,577
data encapsulation,576
computer simulation,575
intrusion detection,575
time-varying channels,573
data privacy,571
personal area networks,565
timing,563
integer programming,562
correlation methods,561
cellular networks,560
nakagami channels,560
acoustic devices,559
numerical analysis,558
batteries,557
programmable control,557
antennas and propagation,551
acoustic applications,550
frequency domain analysis,550
forward error correction,549
collaboration,548
underwater acoustics,543
underwater acoustic communication,543
acoustic transducers,542
underwater communication,542
scattering,538
authentication,536
sufficient conditions,527
radio frequency,527
nasa,525
mobile antennas,524
gaussian noise,524
game theory,519
distribution functions,519
distance measurement,513
information security,512
mobility management (mobile radio),507
frequency synchronization,506
pricing,506
scalability,504
sensor phenomena and characterization,498
heuristic algorithms,496
product codes,490
sampling methods,490
amplitude modulation,489
transfer functions,486
payloads,485
gaussian processes,485
radiowave propagation,485
telecommunication network management,483
h infinity control,479
adaptive systems,476
radiocommunication,472
software radio,469
object recognition,466
error correction,464
educational institutions,463
design optimization,462
data integrity,460
supply chains,460
interference constraints,460
tagging,460
spine,457
cyclic redundancy check,457
adaptive codes,453
digital communication,452
