telecommunication traffic,1063
quality of service,959
fading,959
wireless sensor networks,938
communications society,916
wireless lan,864
mobile communication,856
mimo,815
bandwidth,777
throughput,776
ofdm modulation,771
mimo communication,705
ad hoc networks,687
channel estimation,653
delay,652
access protocols,648
performance analysis,626
transmitting antennas,621
diversity reception,606
protocols,605
wireless networks,599
ofdm,591
receiving antennas,565
multiaccess communication,563
transmitters,531
interference,521
error statistics,517
decoding,508
wireless channels,469
wireless communication,466
land mobile radio,457
rayleigh channels,453
bit error rate,436
downlink,435
fading channels,432
traffic control,427
peer to peer computing,427
analytical models,419
routing protocols,415
signal to noise ratio,415
spread spectrum communication,409
resource management,388
costs,382
code division multiple access,377
base stations,372
ip networks,368
mobile radio,360
internet,351
antenna arrays,339
degradation,336
relays,335
block codes,335
media access protocol,332
cellular radio,316
feedback,305
frequency,303
3g mobile communication,302
scheduling,301
modulation coding,296
probability,294
interference suppression,290
routing,284
channel capacity,281
channel coding,277
computer science,276
robustness,264
cognitive radio,264
telecommunication network routing,263
radio access networks,262
computational complexity,262
radio networks,262
energy consumption,254
iterative decoding,252
broadcasting,251
space-time codes,250
physical layer,247
computer networks,244
frequency estimation,243
multipath channels,240
radio receivers,238
network topology,237
radio links,237
array signal processing,233
power control,227
mobile ad hoc networks,226
algorithm design and analysis,224
wimax,223
ultra wideband communication,221
transport protocols,218
parity check codes,216
channel allocation,215
error analysis,209
awgn,208
maximum likelihood estimation,208
data communication,206
detectors,203
radiofrequency interference,200
turbo codes,200
system performance,199
quadrature amplitude modulation,198
channel state information,195
testing,193
wireless application protocol,193
laboratories,189
mobile computing,189
multimedia communication,186
streaming media,185
telecommunication congestion control,182
scheduling algorithm,181
maximum likelihood detection,180
iterative methods,179
mean square error methods,177
telecommunication network topology,176
signal processing,175
resource allocation,173
communication system traffic control,173
telecommunication network reliability,173
radio transmitters,171
land mobile radio cellular systems,167
protection,167
telecommunication security,167
intersymbol interference,165
time division multiple access,165
radio frequency,164
transceivers,164
multiuser detection,162
diversity methods,162
statistics,161
optimisation,159
energy efficiency,157
automatic repeat request,157
iterative algorithms,157
frequency domain analysis,151
delay effects,149
ultra wideband technology,149
