wireless sensor networks,925
telecommunication traffic,898
throughput,775
fading,770
ofdm modulation,761
quality of service,742
mimo,716
communications society,681
relays,672
mimo communication,670
protocols,655
cognitive radio,639
decoding,615
delay,578
wireless networks,572
ad hoc networks,570
interference,556
diversity reception,547
bandwidth,542
wireless lan,530
performance analysis,525
error statistics,505
channel estimation,504
wireless communication,501
transmitting antennas,496
access protocols,494
wireless channels,487
receiving antennas,444
ofdm,441
signal to noise ratio,437
transmitters,415
resource management,410
mobile radio,406
bit error rate,398
radio networks,389
base stations,386
costs,379
spread spectrum communication,374
peer to peer computing,369
rayleigh channels,369
mobile communication,368
downlink,357
fading channels,356
cellular radio,346
routing protocols,338
wimax,331
traffic control,331
internet,328
probability,328
multiaccess communication,327
analytical models,323
feedback,322
frequency,312
channel capacity,304
energy consumption,303
broadcasting,302
array signal processing,297
channel coding,297
antenna arrays,296
ip networks,294
scheduling,293
computational complexity,283
3g mobile communication,273
degradation,268
interference suppression,268
routing,255
modulation coding,251
telecommunication network routing,247
resource allocation,242
robustness,238
block codes,238
computer science,237
media access protocol,234
computer networks,225
iterative decoding,225
network topology,223
radiofrequency interference,222
channel state information,216
telecommunication network reliability,216
power control,211
radio receivers,207
signal processing,207
multipath channels,201
maximum likelihood estimation,201
radio transmitters,201
code division multiple access,198
frequency division multiple access,197
parity check codes,197
radio access networks,196
automatic repeat request,195
optimisation,194
laboratories,192
system performance,189
detectors,186
telecommunication network topology,186
signal detection,186
physical layer,185
algorithm design and analysis,185
space-time codes,183
channel allocation,182
radio spectrum management,179
telecommunication congestion control,178
wireless mesh networks,178
maximum likelihood detection,176
error analysis,176
telecommunication security,175
quadrature amplitude modulation,171
power system relaying,167
testing,167
least mean squares methods,167
wireless application protocol,164
iterative methods,162
frequency estimation,162
multimedia communication,161
markov processes,160
protection,155
intersymbol interference,155
land mobile radio cellular systems,155
frequency conversion,155
network coding,153
data communication,152
awgn,152
ultra wideband communication,150
energy efficiency,149
statistical analysis,146
transceivers,145
diversity methods,144
mobile ad hoc networks,144
game theory,144
chromium,143
scheduling algorithm,142
iterative algorithms,142
radio frequency,141
mean square error methods,141
maximum likelihood decoding,141
stochastic processes,139
switches,135
convolutional codes,135
performance gain,133
cryptography,132
mobile computing,129
phase shift keying,126
time division multiple access,124
computational modeling,122
transport protocols,121
interference cancellation,121
streaming media,120
hardware,118
broadband networks,118
statistics,117
communication system traffic control,116
delay effects,114
precoding,114
proposals,114
upper bound,114
closed-form solution,111
electronic mail,110
interleaved codes,109
communication system control,109
encoding,108
monitoring,107
turbo codes,107
radio links,107
power system modeling,107
multiuser detection,106
monte carlo methods,105
multiuser channels,105
receivers,103
multi-access systems,103
performance evaluation,103
telecommunication network management,103
global positioning system,102
error probability,102
interference constraints,102
digital video broadcasting,101
frequency division multiplexing,101
internet telephony,100
telecommunication standards,100
batteries,99
frequency domain analysis,99
multicast communication,98
convergence,97
mobility management (mobile radio),96
correlation methods,95
signal design,94
signal analysis,94
frequency synchronization,92
linear programming,92
scalability,91
awgn channels,91
propagation losses,90
timing,89
next generation networking,88
network servers,88
error correction codes,88
matrix algebra,87
ultra wideband technology,87
sensor phenomena and characterization,86
gaussian noise,86
wideband,86
peak to average power ratio,85
control systems,84
large-scale systems,84
design optimization,83
queueing theory,83
nakagami channels,83
application software,83
vehicles,83
time-varying channels,81
computer simulation,81
radiofrequency identification,81
mobile antennas,81
performance loss,80
synchronisation,79
peer-to-peer computing,79
telecommunication channels,79
additive white noise,79
helium,78
space technology,78
forward error correction,78
packet radio networks,77
interference (signal),77
availability,77
demodulation,76
authentication,76
directive antennas,76
computer architecture,76
web and internet services,76
cochannel interference,75
personal area networks,74
bandwidth allocation,74
aggregates,73
information technology,73
information analysis,73
eigenvalues and eigenfunctions,73
paper technology,72
communication system security,72
antenna measurements,72
delay estimation,72
communication complexity,72
constraint optimization,71
wavelength division multiplexing,71
statistical distributions,71
interchannel interference,70
frequency diversity,69
rician channels,69
cooperative systems,69
cellular networks,68
usa councils,68
processor scheduling,67
telecommunication control,67
clustering algorithms,67
collaboration,66
mesh networks,66
equalisers,65
road vehicles,65
optical fiber networks,65
polynomials,65
adaptive modulation,65
gaussian channels,64
filters,63
error correction,63
spine,63
quadrature phase shift keying,63
humans,63
indoor radio,63
signal processing algorithms,63
numerical analysis,63
radiocommunication,63
graph theory,63
power engineering and energy,62
cost function,62
telecommunications,62
telecommunication computing,62
time measurement,62
broadcast channels,61
communication networks,61
unicast,61
distributed computing,60
optimization methods,60
multicast protocols,60
shadow mapping,60
information security,60
long term evolution,60
space time codes,59
data security,59
space division multiplexing,59
heuristic algorithms,59
delays,59
mathematical model,58
antennas and propagation,58
time division multiplexing,58
frequency allocation,57
distributed algorithms,57
orthogonal codes,57
linear codes,56
bit rate,56
filtering,56
concatenated codes,55
parameter estimation,55
multimedia systems,54
multiple access interference,54
multiplexing,54
predictive models,54
measurement,54
digital relays,53
sampling methods,53
optical fibre networks,53
sensor systems,53
sensor fusion,53
computer network management,53
random variables,53
source coding,52
discrete fourier transforms,52
security of data,51
narrowband,51
mobile handsets,51
approximation theory,51
geometry,51
satellite communication,51
probability density function,51
stability,51
frame relay,50
equalizers,50
genetic algorithms,50
queueing analysis,50
prototypes,50
covariance matrix,50
binary phase shift keying,49
pulse modulation,49
video streaming,49
optical receivers,49
cross layer design,48
research and development,48
power amplifiers,48
adaptive systems,48
antennas,47
adaptive control,47
local area networks,47
integer programming,47
radiowave propagation,46
gaussian distribution,46
ieee standards,46
capacity planning,46
load management,46
admission control,46
quantization,46
signal generators,45
scattering,45
phase modulation,45
fcc,44
communications technology,44
data mining,44
communication standards,44
educational institutions,44
uncertainty,44
pricing,43
constellation diagram,43
carrier sense multiple access,43
context,43
equations,43
adaptive codes,43
kalman filters,43
matrix decomposition,43
jitter,43
estimation error,42
numerical simulation,42
mutual information,42
intelligent networks,42
information science,41
state feedback,41
video coding,40
packet switching,40
australia,40
gaussian processes,40
least squares approximations,40
solid modeling,39
public key cryptography,39
least squares approximation,39
optimal control,39
baseband,39
shape,39
radio control,39
target tracking,39
phase noise,38
redundancy,38
greedy algorithms,38
field programmable gate arrays,38
antenna feeds,38
power measurement,37
medical services,37
phase estimation,37
circuits,37
time-of-arrival estimation,37
cities and towns,37
decision making,37
message authentication,37
optical transmitters,37
silicon carbide,37
patient monitoring,37
topology,36
attenuation,36
time domain analysis,36
centralized control,36
joining processes,36
detection algorithms,36
autocorrelation,36
information theory,36
random processes,36
jamming,36
fluctuations,36
mobile radio mobility management,36
bluetooth,36
dynamic programming,36
design engineering,36
programmable control,35
intrusion detection,35
intelligent sensors,35
iptv,35
singular value decomposition,35
road accidents,35
vehicle dynamics,35
energy management,35
multicarrier code division multiple access,34
propagation delay,34
multiprotocol label switching,34
indoor environments,34
frequency-domain analysis,34
modulation,34
ubiquitous computing,34
communication systems,34
direction-of-arrival estimation,34
safety,34
fast fourier transforms,34
bayesian methods,34
computer errors,34
nash equilibrium,34
computer crime,34
road safety,34
codes,33
broadband communication,33
security,33
nonlinear distortion,33
fault tolerance,33
energy conservation,33
gsm,33
intercarrier interference,33
cryptographic protocols,32
data privacy,32
entropy,32
access control,32
filtering theory,32
spectral analysis,32
adaptive arrays,32
sun,32
lattices,32
standardization,32
interference channels,32
amplitude modulation,32
disruption tolerant networking,32
telecommunication network planning,32
sufficient conditions,31
data engineering,31
radio broadcasting,31
working environment noise,31
pulse shaping methods,31
optical communication,30
trees (mathematics),30
recursive estimation,30
wireless personal area networks,30
clocks,30
councils,30
communication switching,30
vehicle safety,29
interpolation,29
antenna radiation patterns,29
communication channels,29
satellite broadcasting,29
design methodology,29
matched filters,29
digital communication,29
metropolitan area networks,29
state estimation,29
event detection,29
optical modulation,29
probes,28
h infinity control,28
body area networks,28
web server,28
probability distribution,28
partitioning algorithms,28
guidelines,28
payloads,28
telecommunication switching,28
position measurement,28
vectors,28
system testing,28
floods,28
privacy,28
frequency shift keying,28
databases,27
power consumption,27
fingerprint recognition,27
signal resolution,27
directional antennas,27
radio repeaters,27
minimax techniques,27
distribution functions,27
dynamic scheduling,27
body sensor networks,27
technology management,27
noise robustness,27
software radio,27
context-aware services,26
broadcast technology,26
temperature sensors,26
binary codes,26
convolution,26
optical links,26
tv broadcasting,26
rf signals,26
covariance matrices,26
frequency measurement,26
surveillance,26
linear antenna arrays,26
protective relaying,26
optical burst switching,26
road transportation,25
distributed control,25
telecommunication links,25
standards development,25
approximation algorithms,25
4g mobile communication,25
europe,25
macrocell networks,25
intelligent transportation systems,25
pairwise error probability,25
ethernet networks,25
code standards,25
informatics,24
nakagami distribution,24
minimisation,24
broadband antennas,24
frequency selective surfaces,24
grid computing,24
learning (artificial intelligence),24
convex programming,24
radio network,24
multicast algorithms,24
personal communication networks,24
signal sampling,24
telecommunication signalling,24
resilience,24
wdm networks,23
video on demand,23
tv,23
dispersion,23
continuous phase modulation,23
diffserv networks,23
digital multimedia broadcasting,23
collision avoidance,23
collaborative work,23
reed-solomon codes,23
systems engineering and theory,22
technological innovation,22
multifrequency antennas,22
signalling protocols,22
polarization,22
chaotic communication,22
object detection,22
quantisation (signal),22
urban areas,22
public key,22
distortion,22
message passing,22
gradient methods,22
time frequency analysis,22
radio link,21
bayes methods,21
condition monitoring,21
optical fiber communication,21
galois fields,21
partial transmit sequences,21
telephony,21
