cognitive radio,7936
telecommunication traffic,7554
fading,7498
protocols,7425
ad hoc networks,7327
wireless networks,7226
decoding,6886
throughput,6737
wireless lan,6199
quality of service,6175
communications society,5990
wireless sensor networks,5800
diversity reception,5729
access protocols,5679
mimo,5115
relays,5047
bandwidth,4706
wireless channels,4636
performance analysis,4591
interference,4549
mimo communication,4374
ofdm modulation,4330
mobile communication,4273
delay,3947
transmitting antennas,3856
signal to noise ratio,3813
transmitters,3722
base stations,3707
peer to peer computing,3475
channel estimation,3450
rayleigh channels,3339
frequency,3322
probability,3277
wireless communication,3228
array signal processing,3145
antenna arrays,3114
analytical models,3101
mobile radio,3044
fading channels,3033
radio networks,2989
spread spectrum communication,2969
ofdm,2959
resource management,2954
downlink,2939
costs,2909
channel coding,2869
receiving antennas,2856
routing protocols,2832
media access protocol,2779
cellular radio,2738
multiaccess communication,2634
traffic control,2596
error statistics,2589
channel allocation,2553
broadcasting,2406
physical layer,2396
radio links,2358
channel capacity,2338
degradation,2320
power control,2134
robustness,2092
scheduling,2073
bit error rate,2073
3g mobile communication,1993
wimax,1982
routing,1967
channel state information,1960
detectors,1958
land mobile radio,1952
internet,1916
telecommunication network routing,1904
statistics,1836
land mobile radio cellular systems,1785
error analysis,1768
ip networks,1750
feedback,1749
radio access networks,1692
fcc,1668
game theory,1663
interference suppression,1651
testing,1607
radio spectrum management,1588
radiofrequency interference,1588
wireless application protocol,1583
markov processes,1563
energy consumption,1560
receivers,1557
mobile ad hoc networks,1511
laboratories,1504
resource allocation,1501
protection,1490
radio receivers,1481
block codes,1476
code division multiple access,1461
computer science,1428
monitoring,1417
computer networks,1404
network topology,1396
digital relays,1359
power system relaying,1345
statistical analysis,1344
energy efficiency,1332
space-time codes,1321
modulation coding,1320
frequency division multiple access,1302
hardware,1301
iterative decoding,1295
communication system control,1285
computational complexity,1284
stochastic processes,1246
signal processing,1238
ultra wideband communication,1233
radio transmitters,1229
parity check codes,1224
computer simulation,1221
scheduling algorithm,1211
data communication,1202
multipath channels,1199
peer-to-peer computing,1196
chromium,1177
vehicles,1170
algorithm design and analysis,1168
helium,1165
multimedia communication,1151
upper bound,1148
transport protocols,1146
performance loss,1116
ieee standards,1116
system performance,1115
distributed algorithms,1106
network coding,1092
telecommunication network reliability,1090
radio frequency,1051
awgn,1044
diversity methods,1037
cochannel interference,1037
cooperative systems,1026
error probability,1018
telecommunication congestion control,1004
statistical distributions,994
telecommunication network topology,993
iterative methods,986
streaming media,980
time division multiple access,961
optimisation,960
maximum likelihood detection,955
iterative algorithms,946
broadband networks,942
multiuser channels,935
matrix algebra,934
telecommunication channels,928
quadrature amplitude modulation,911
transceivers,903
packet radio networks,901
interchannel interference,898
telecommunication security,894
power system modeling,894
global positioning system,888
switches,886
multi-access systems,880
frequency estimation,878
ultra wideband technology,878
least mean squares methods,867
maximum likelihood estimation,863
probability density function,857
encoding,844
nakagami channels,840
mobile computing,829
quantization,824
wireless mesh networks,815
road vehicles,815
automatic repeat request,804
mesh networks,802
delay effects,797
maximum likelihood decoding,796
multiplexing,783
usa councils,771
telecommunication control,762
multiuser detection,754
predictive models,741
mean square error methods,733
bandwidth allocation,732
performance gain,730
approximation theory,728
multicast communication,720
shadow mapping,720
frequency conversion,719
mobility management (mobile radio),716
phase shift keying,715
software radio,709
decision theory,708
communication networks,706
frequency synchronization,706
communication system traffic control,705
radio control,702
tv,701
aggregates,695
next generation networking,692
cellular networks,689
communications technology,684
signal detection,682
large-scale systems,679
turbo codes,675
wavelength division multiplexing,675
optical fiber networks,658
interference constraints,651
vehicle safety,643
internet telephony,641
communication channels,641
australia,639
frequency division multiplexing,637
macrocell networks,630
intersymbol interference,628
linear programming,628
design optimization,617
radiofrequency identification,615
collaboration,615
bit rate,613
electronic mail,612
correlation methods,611
frequency domain analysis,609
optical fibre networks,609
closed-form solution,606
batteries,604
mutual information,599
time-varying channels,599
monte carlo methods,597
eigenvalues and eigenfunctions,590
propagation losses,589
scalability,584
availability,580
video streaming,575
control systems,574
computational modeling,570
queueing theory,568
cross layer design,563
processor scheduling,558
awgn channels,553
sensor phenomena and characterization,550
adaptive modulation,549
antenna feeds,545
femtocells,544
spectral analysis,542
nash equilibrium,534
performance evaluation,533
sensor fusion,529
rician channels,529
web and internet services,527
communication standards,523
digital video broadcasting,518
additive white noise,516
proposals,515
convolutional codes,510
synchronisation,508
gaussian processes,507
admission control,505
covariance matrix,504
quantisation (signal),496
interference (signal),495
network servers,492
interference cancellation,490
precoding,485
timing,484
white spaces,483
information technology,483
mobile antennas,481
gaussian noise,481
measurement,480
sensor systems,479
information theory,478
roads,477
telecommunication network management,476
random variables,473
councils,471
delays,471
signal design,467
pricing,464
information analysis,464
bluetooth,464
adaptive control,460
signal processing algorithms,460
gaussian distribution,460
convergence,451
weibull distribution,451
circuits,451
signal generators,451
interference channels,449
gaussian channels,444
space time codes,440
distributed computing,439
narrowband,439
interleaved codes,437
constraint optimization,434
road safety,432
multivariable systems,430
numerical analysis,428
application software,425
antenna measurements,421
heuristic algorithms,418
traffic engineering computing,417
uncertainty,416
peak to average power ratio,411
vehicle dynamics,406
broadcast channels,405
signal analysis,404
cost function,403
propagation delay,399
personal area networks,398
communication system security,398
space technology,395
additive noise,395
directive antennas,393
automotive engineering,392
cryptography,389
rayleigh scattering,383
frequency diversity,382
message passing,380
multiple access interference,378
radio repeaters,377
programmable control,376
position measurement,375
power system reliability,368
equalisers,365
quadrature phase shift keying,361
adaptive codes,361
wide area networks,360
capacity planning,359
clustering algorithms,359
sun,356
hybrid electric vehicles,353
graph theory,348
time measurement,346
antennas,345
filters,343
government,343
forward error correction,342
frequency measurement,341
fault tolerance,338
spine,336
energy management,336
carrier sense multiple access,332
scattering,331
accidents,330
video coding,328
delay estimation,327
power engineering and energy,326
transportation,326
filtering theory,325
radio network,323
wideband,322
error correction codes,322
source coding,322
cities and towns,321
centralized control,320
estimation error,316
urban areas,315
multimedia systems,314
telecommunication network planning,313
telephony,313
convex programming,312
nakagami distribution,312
antennas and propagation,308
higher order statistics,307
telecommunication signalling,306
multiprotocol label switching,306
covariance matrices,304
intelligent networks,304
computer architecture,304
buildings,303
unicast,303
prototypes,301
packet switching,301
bidirectional control,298
error correction,298
gsm,297
polynomials,297
telecommunications,296
cellular phones,296
pulse modulation,296
concatenated codes,294
vehicle driving,292
safety,290
time domain analysis,290
authentication,289
decision making,286
temperature,286
frequency allocation,286
equalizers,285
stability,284
local area networks,282
autocorrelation,282
kalman filters,280
collaborative work,278
constellation diagram,278
public domain software,277
turning,277
road traffic,276
public key cryptography,276
redundancy,276
least squares approximations,275
radiocommunication,275
exponential distribution,274
queueing analysis,273
road accidents,272
intercarrier interference,271
state feedback,269
power engineering computing,267
interpolation,267
adaptive systems,266
antenna theory,266
information security,264
telecommunication standards,263
user-generated content,263
demodulation,262
probability distribution,262
random processes,260
weibull fading channels,257
filtering,256
power amplifiers,254
wdm networks,251
least squares approximation,250
adaptive arrays,244
communication switching,243
nonlinear distortion,243
sufficient conditions,242
intrusion detection,240
optimization methods,237
information retrieval,236
multicast protocols,233
media streaming,233
greedy algorithms,233
internetworking,232
humans,231
modulation,231
