telecommunication traffic,892
fading,849
quality of service,749
multiaccess communication,677
bandwidth,663
wireless lan,628
transmitting antennas,614
diversity reception,599
receiving antennas,599
throughput,584
mimo,574
channel estimation,567
ad hoc networks,554
delay,543
performance analysis,503
error statistics,498
intelligent networks,498
ofdm modulation,462
code division multiple access,454
bit error rate,422
antenna arrays,418
wireless communication,416
mobile radio,416
access protocols,412
3g mobile communication,412
ofdm,410
mimo systems,407
rayleigh channels,403
transmitters,401
wireless networks,384
mobile communication,375
downlink,374
channel coding,372
protocols,370
decoding,364
interference,362
fading channels,360
wireless sensor networks,359
spread spectrum communication,353
radio links,349
ip networks,342
internet,339
iterative decoding,333
signal to noise ratio,333
traffic control,331
block codes,329
modulation coding,322
multipath channels,311
cellular radio,311
analytical models,299
routing protocols,293
frequency,292
computational complexity,292
radiofrequency interference,290
radio receivers,290
interference suppression,288
base stations,287
space-time codes,269
costs,268
resource management,266
channel capacity,263
probability,253
degradation,243
wireless channels,239
intersymbol interference,237
computer science,232
telecommunication network routing,230
turbo codes,227
feedback,226
power control,225
media access protocol,223
telecommunication congestion control,223
multiuser detection,216
parity check codes,209
optimisation,208
robustness,207
data communication,207
routing,203
scheduling,201
detectors,200
array signal processing,198
awgn,197
frequency estimation,193
transport protocols,186
ultra wideband communication,183
least mean squares methods,181
multimedia communication,179
algorithm design and analysis,176
radio access networks,176
maximum likelihood estimation,174
maximum likelihood detection,173
error analysis,173
convolutional codes,168
network topology,167
mobile ad hoc networks,167
system performance,167
broadband networks,165
mobile computing,165
signal processing,161
channel allocation,153
radio networks,153
physical layer,152
multiple access interference,150
phase shift keying,150
interference cancellation,150
wireless application protocol,150
iterative algorithms,149
ultra wideband technology,147
maximum likelihood decoding,146
radio transmitters,144
automatic repeat request,142
energy consumption,142
scheduling algorithm,142
laboratories,142
quadrature amplitude modulation,142
iterative methods,141
awgn channels,140
wavelength division multiplexing,136
interleaved codes,136
telecommunication control,135
resource allocation,135
computational modeling,135
packet switching,134
computer networks,134
telecommunication network topology,133
error correction codes,133
matrix algebra,132
packet radio networks,130
testing,129
relays,129
channel state information,127
optical fibre networks,126
switches,125
frequency domain analysis,123
bandwidth allocation,122
time division multiple access,121
broadcasting,121
communication system traffic control,121
statistical analysis,120
mean square error methods,120
queueing theory,120
electronic mail,118
error probability,118
telecommunication security,117
land mobile radio cellular systems,117
mobile antennas,115
rician channels,114
equalisers,113
telecommunication network reliability,113
optical fiber networks,112
hardware,110
concatenated codes,110
computer simulation,107
signal detection,106
time-varying channels,105
transceivers,104
performance gain,104
delays,103
receivers,102
timing,102
mobility management (mobile radio),102
delay effects,101
frequency division multiplexing,101
telecommunication services,100
telecommunication channels,100
streaming media,100
convergence,100
demodulation,100
